_RAJ2000 deg,_DEJ2000 deg,SpTypeFull,Sp,Tc,Lc,[Fe/H] sun,age Gyr,Npl,B-V mag,Kmag mag,Lum Lsun,Name
267.7874214,27.06842133,A3                        ,A3,33, ,     ,    , ,0.101,1.53,16.7,
267.7875558,-51.39705972,G5 V                      ,G5,55,5,     ,    , ,0.659,      ,         ,
267.7929702,44.90777466,F0                        ,F0,40, ,-0.44,1.8, ,0.397,      ,13.23,
267.7924185,-23.96196386,G3 V                      ,G3,53,5,     ,    , ,0.68,3.13,1.21,
267.7960257,-53.13026999,B9.5III/IV                ,B9,29,3,     ,    , ,0.01,0.01,84.96,Upsilon-2 Arae HR 6632
267.801782,-30.55963468,B9.5 IV/V                 ,B9,29,4,     ,    , ,0.146,      ,         ,
267.8023137,-30.55688686,B9.5 IV/V                 ,B9,29,4,     ,    , ,0.026,      ,         ,HR 6645
267.8084255,40.07246532,F8V                       ,F8,48,5,0.02,3.5, ,0.541,2.6,2.38,HR 6669
267.8138148,-35.89084427,F3/5 V                    ,F3,43,5,     ,    , ,0.471,      ,         ,
267.834608,43.2230227,                          ,  ,, ,     ,    , ,0.941,3.68,0.38,
267.853591,74.56908253,A3                        ,A3,33, ,     ,    , ,0.282,-0.25,49.89,
267.8572714,-53.8387861,A9V                       ,A9,39,5,     ,    , ,0.271,2.01,7.1,
267.8615659,-37.44376424,K2 III/IV                 ,K2,62,3,     ,    , ,1.526,      ,         ,
267.8645025,-18.99216364,                          ,  ,, ,     ,    , ,1.367,4.88,0.08,
267.8833325,-50.11527077,G5                        ,G5,55, ,     ,    , ,0.836,      ,         ,
267.885559,-40.77246317,M2 III                    ,M2,72,3,     ,    , ,1.572,-4.8,381.14,HR 6643
267.8906313,-30.28709913,B8/9 II                   ,B8,28,2,     ,    , ,0.132,      ,         ,
267.8914582,-62.6354894,K2III                     ,K2,62,3,     ,    , ,1.291,      ,         ,
267.8978033,-60.16405574,K0III                     ,K0,60,3,     ,    , ,1.008,      ,89.53,HR 6624
267.8989416,-74.29134524,F2/3V                     ,F2,42,5,     ,    , ,0.413,      ,         ,
267.8988693,-31.41302199,G8 III                    ,G8,58,3,     ,    , ,1.162,      ,         ,
267.902269,-6.863265813,G8 Ib                     ,G8,58,1,     ,    , ,1.412,      ,         ,
267.9052699,-47.81616869,B3 III                    ,B3,23,3,     ,    , ,-0.09,      ,         ,
267.9082522,51.11417546,K0                        ,K0,60, ,     ,    , ,1.139,-2.04,83.97,
267.913021,-23.67745039,F5 V                      ,F5,45,5,0.26,1.5, ,0.623,0.2,18.14,
267.9150897,65.69498266,G5                        ,G5,55, ,     ,    , ,1.008,      ,         ,
267.9171323,25.09639356,K0                        ,K0,60, ,     ,    , ,1.081,      ,         ,
267.9196663,-12.47597444,G6/8 IV                 ,G6,56,4,     ,    , ,0.901,3.69,0.45,
267.920951,-67.60731725,K3III                     ,K3,63,3,     ,    , ,1.424,      ,         ,
267.9356624,-45.60070419,G6 III                    ,G6,56,3,     ,    , ,0.949,-2.98,268.73,HR 6640
267.9364543,56.12019539,A3                        ,A3,33, ,     ,    , ,0.246,0.87,20.83,
267.9371852,-4.231363556,A0/1 V                    ,A0,30,5,     ,    , ,0.164,1.77,9.64,
267.9390709,28.23770138,F8                        ,F8,48, ,     ,    , ,0.6,      ,         ,
267.9389784,49.8837697,G0                        ,G0,50, ,     ,    , ,0.303,1.03,12.66,
267.9497248,15.00656644,F0                        ,F0,40, ,     ,    , ,0.358,0.28,29.73,
267.9521351,-19.52519076,A9 V                      ,A9,39,5,     ,    , ,0.308,2.07,6.3,
267.9568482,-21.05871205,G8 IV                     ,G8,58,4,     ,    , ,1.143,-0.53,12.16,
267.9608955,-44.33611042,F6 V                      ,F6,46,5,     ,    , ,0.518,      ,         ,
267.9612611,-16.29625132,                          ,  ,, ,     ,    , ,0.697,      ,         ,
267.9660324,-84.11115352,G0V                       ,G0,50,5,0.06,5.1, ,0.6,1.9,4.22,
267.9674047,12.00800863,K0                        ,K0,60, ,     ,    , ,1.019,-0.93,30.37,
267.9675918,49.27436728,K5                        ,K5,65, ,     ,    , ,1.52,      ,         ,
267.9689374,2.899798393,B9.5/A0 V                 ,B9,29,5,     ,    , ,0.4,      ,         ,
267.9694246,61.41902805,F0                        ,F0,40, ,     ,    , ,0.393,1.04,13.32,
267.9703821,-28.78681325,F2                        ,F2,42, ,     ,    , ,0.45,      ,         ,
267.9706436,13.55194009,G5                        ,G5,55, ,     ,    , ,0.72,1.75,3.72,
267.9770935,-72.66816355,G8/K0III                  ,G8,58,3,     ,    , ,1.128,      ,         ,
267.9794145,-25.77297483,K0 III                    ,K0,60,3,     ,    , ,1.072,-1.78,58.91,
267.982694,7.396517183,B6V                       ,B6,26,5,     ,    , ,-0.02,      ,         ,
267.9890591,-11.32920574,G3/5 V                    ,G3,53,5,     ,    , ,0.683,      ,         ,
267.9889231,81.66213673,G5                        ,G5,55, ,     ,    , ,0.64,2.65,2.14,
267.9908345,54.61308727,K4V                       ,K4,64,5,     ,    , ,0.945,4.13,0.31,
267.9935993,15.32637775,G8III                     ,G8,58,3,     ,    , ,0.997,      ,         ,HR 6665
267.9976881,-1.236809347,K0 III                    ,K0,60,3,     ,    , ,1.126,-1.45,49.13,HR 6659
268.0001574,-28.36913697,K7                        ,K7,67, ,     ,    , ,1.41,      ,         ,
268.000293,4.487299055,K5 III                    ,K5,65,3,     ,    , ,1.736,      ,         ,
268.0012072,31.12039717,K2                        ,K2,62, ,     ,    , ,1.105,      ,         ,
268.0030124,1.099246616,B9 IV                     ,B9,29,4,     ,    , ,0.347,-0.59,71.82,
268.0030278,-28.02237857,M0/2I                     ,M0,70,1,     ,    , ,3.315,      ,         ,
268.0037876,46.6435755,K0III                     ,K0,60,3,     ,    , ,1.06,-1.2,42.7,HR 6674
268.0035986,6.729698857,F2                        ,F2,42, ,-0.17,2.5, ,0.435,2.16,4.5,
268.0038608,-9.978202156,A5 IV                     ,A5,35,4,     ,    , ,0.349,2.53,3.41,
268.0037436,15.70422602,                          ,  ,, ,     ,    , ,      ,3.73,         ,
268.0073726,-32.05389155,G8 V                      ,G8,58,5,     ,    , ,0.876,1.74,2.91,
268.0103891,16.63255317,A2                        ,A2,32, ,     ,    , ,0.045,1.49,21.12,
268.0107012,24.3044635,K2                        ,K2,62, ,     ,    , ,1.29,-3.39,283.63,
268.0127269,33.88821037,K0                        ,K0,60, ,     ,    , ,1.034,-1.6,63.75,
268.0150685,-4.776972755,B3 V                      ,B3,23,5,     ,    , ,0.337,      ,         ,
268.01636,-38.25821389,G3 V                      ,G3,53,5,-0.02,10.7, ,0.65,1.6,4.9,
268.017583,-15.02614699,G8/K0 III  A           ,G8,58,3,     ,    , ,0.998,      ,         ,
268.0196676,39.98209063,K4III                     ,K4,64,3,     ,    , ,1.341,-3.75,289.69,HR 6673
268.0206419,33.91088566,M2                        ,M2,72, ,     ,    , ,1.496,      ,         ,
268.0197511,-60.39359673,F0/2IV                    ,F0,40,4,     ,    , ,0.338,1.54,9.83,
268.0216729,1.111177939,G9III                     ,G9,59,3,     ,    , ,1.065,      ,55.18,
268.0241635,26.29054662,A0                        ,A0,30, ,     ,    , ,0.067,0.77,37.31,
268.0302164,-59.18502779,G6III                     ,G6,56,3,     ,    , ,0.872,      ,         ,
268.0301804,8.822936236,A2                        ,A2,32, ,     ,    , ,0.207,      ,         ,
268.032436,-43.20488182,B8/9 III/IV               ,B8,28,3,     ,    , ,0.01,      ,         ,
268.0379333,-24.66679267,G1                        ,G1,51, ,     ,    , ,0.8,      ,         ,
268.0384854,42.85712479,A0IV/V                    ,A0,30,4,     ,    , ,-0.001,0.19,80.82,
268.045034,-28.45113526,M2                        ,M2,72, ,     ,    , ,1.875,      ,         ,
268.0487554,-30.15165447,M2                        ,M2,72, ,     ,    , ,2.093,      ,         ,
268.0492538,64.76902044,M3                        ,M3,73, ,     ,    , ,1.37,5.01,0.06,
268.0551235,-22.16125428,K5                        ,K5,65, ,     ,    , ,      ,      ,         ,
268.0555514,32.01393876,A0                        ,A0,30, ,     ,    , ,0.123,0.28,48.99,
268.0569188,-34.79919711,B5IIIp                    ,B5,25,3,     ,    , ,-0.111,-0.97,539.03,HR 6647
268.0615326,-53.28932509,G wl                      ,,, ,     ,    , ,1.01,      ,         ,
268.063959,44.66918661,G5                        ,G5,55, ,     ,    , ,0.911,      ,         ,
268.0663769,38.68489552,K0                        ,K0,60, ,     ,    , ,1.29,      ,         ,
268.069189,-7.560405306,K6V                       ,K6,66,5,     ,    , ,1.151,4.59,0.13,
268.0706784,34.20106546,F2V                       ,F2,42,5,-0.11,1.9, ,0.407,1.72,7.12,
268.0710975,-31.32815078,K5 III                    ,K5,65,3,     ,    , ,1.495,-2.61,116.18,
268.0752282,36.40185392,sdF8:                     ,,, ,     ,    , ,0.52,      ,         ,
268.0759169,-13.65645103,G8 III/IV                 ,G8,58,3,     ,    , ,1.472,      ,         ,
268.0773509,-51.71384915,F5 V                      ,F5,45,5,-0.15,2.3, ,0.486,1.47,7.31,
268.0797348,76.00066884,F0                        ,F0,40, ,     ,    , ,0.326,-0.35,49.58,
268.0804774,-3.024355859,F5/6  V                   ,F5,45,5,     ,    , ,0.59,0.9,10.26,
268.0823376,-34.41684431,G8/K0 III                 ,G8,58,3,     ,    , ,1.129,-3.68,443.97,HR 6648
268.084798,-71.17724867,K1III                     ,K1,61,3,     ,    , ,1.257,      ,         ,
268.0877572,6.767506186,M1                        ,M1,71, ,     ,    , ,1.551,      ,         ,
268.093273,-1.430243198,A5 V                      ,A5,35,5,     ,    , ,0.354,-0.11,36.46,
268.0977413,-18.09008264,A9 V                      ,A9,39,5,     ,    , ,0.402,1.14,10.62,
268.0997108,24.9926377,K2III                     ,K2,62,3,     ,    , ,1.182,-1.51,46.4,
268.105726,60.39637404,A2                        ,A2,32, ,     ,    , ,0.199,0.12,45.95,
268.1066415,11.99136918,G5                        ,G5,55, ,0.06,6.4, ,0.632,2.96,1.62,
268.1113105,2.994211718,A2 IV                     ,A2,32,4,     ,    , ,0.308,1.1,15.55,
268.112337,17.24138579,K2                        ,K2,62, ,     ,    , ,1.211,      ,         ,
268.1124277,-29.55377576,A7 V                      ,A7,37,5,     ,    , ,0.281,2.13,6.09,
268.1182069,50.39162997,A0                        ,A0,30, ,     ,    , ,0.131,      ,         ,
268.1267828,-20.5651047,K:                        ,,, ,     ,    , ,0.91,      ,         ,
268.1300293,16.90053141,F3III-IV                  ,F3,43,3,0.03,1.5, ,0.44,0.9,13.51,
268.133999,27.19367649,kA3hA7mF3                 ,,, ,     ,    , ,0.309,1.9,7.6,
268.137293,14.03093847,                          ,  ,, ,     ,    , ,      ,      ,         ,
268.1380528,-60.82059549,K1III                     ,K1,61,3,     ,    , ,1.127,-0.74,24.51,
268.1385229,-0.121076665,A8/9 V                    ,A8,38,5,     ,    , ,0.371,      ,         ,
268.1423288,1.709636755,G0/1 V                    ,G0,50,5,-0.21,    , ,0.817,-0.36,19.11,
268.1476799,1.305010791,K4 III                    ,K4,64,3,     ,    , ,1.573,-3.45,168.75,HR 6667
268.1497808,-69.02927955,G5                        ,G5,55, ,-1.74,    , ,1.046,      ,         ,
268.1509062,15.73336263,A0                        ,A0,30, ,     ,    , ,0.02,      ,         ,
268.1543999,-5.262064726,G8/K0 III               ,G8,58,3,     ,    , ,0.989,-1.16,37.47,
268.1612606,-6.143574799,G3 Ia                     ,G3,53,1,     ,    , ,1.25,      ,         ,Y Ophiuchi HR 6661
268.1623853,8.648124065,F0                        ,F0,40, ,-0.18,1.4, ,0.366,0.93,15.76,
268.1653392,29.72118272,F2                        ,F2,42, ,     ,    , ,0.45,      ,         ,
268.1660313,-30.25417748,K1/K2III/IV               ,K1,61,3,     ,    , ,1.18,      ,         ,
268.1697221,19.65968129,F2                        ,F2,42, ,     ,    , ,0.432,      ,         ,
268.1705349,28.86312841,K0                        ,K0,60, ,     ,    , ,1.324,      ,         ,
268.1703709,-64.62069954,A0IV                      ,A0,30,4,     ,    , ,-0.011,1.25,31.23,
268.1723961,-52.48041293,B9 III/IV                 ,B9,29,3,     ,    , ,0.008,      ,         ,
268.173169,-52.4770319,                          ,  ,, ,     ,    , ,0.111,      ,         ,
268.1765677,38.8206331,M1III                     ,M1,71,3,     ,    , ,1.574,-4.93,573.53,
268.1823485,-38.6426287,B2 II                     ,B2,22,2,     ,    , ,0,      ,         ,
268.1834309,37.2862684,A0                        ,A0,30, ,     ,    , ,-0.019,1.87,19.51,
268.1879944,4.535462156,A7/8 III                  ,A7,37,3,     ,    , ,0.386,2.11,4.17,
268.1896901,-31.63544715,B2/3 V                    ,B2,22,5,     ,    , ,0.118,      ,         ,
268.1899888,-36.2529911,F0 V                      ,F0,40,5,     ,    , ,0.402,      ,         ,
268.192357,-55.38239055,F wl                      ,,, ,     ,    , ,      ,      ,         ,
268.196984,3.79411379,F2/3 V                    ,F2,42,5,     ,    , ,0.609,      ,         ,
268.1983622,-46.12112685,A5 V                      ,A5,35,5,     ,    , ,0.212,      ,         ,
268.1984471,-3.563878051,K2 III                    ,K2,62,3,     ,    , ,1.35,      ,         ,
268.2030934,-49.41799718,K0 III                    ,K0,60,3,     ,    , ,1.091,      ,         ,
268.2050769,17.83314453,F2                        ,F2,42, ,0.02,2.5, ,0.506,2.18,4.09,
268.2050953,-34.11483382,K1 III                    ,K1,61,3,     ,    , ,1.241,-3.75,409.03,HR 6651
268.2082251,27.54784059,K7                        ,K7,67, ,     ,    , ,1.513,      ,         ,
268.2085075,-71.76974025,G wl                      ,,, ,     ,    , ,0.803,      ,         ,
268.209704,23.77602797,K2                        ,K2,62, ,     ,    , ,1.328,      ,         ,
268.2107498,21.54207722,A2                        ,A2,32, ,     ,    , ,0.095,      ,         ,
268.2161452,-0.037550066,B9.5 V                    ,B9,29,5,     ,    , ,0.089,      ,         ,
268.2162488,-56.15480769,G8/K0II                   ,G8,58,2,     ,    , ,1.146,      ,         ,
268.2190979,-41.99652589,F9V Fe-0.7 CH-0.4         ,F9,49,5,-0.32,6.4, ,0.523,2.33,3.09,HR 6649
268.2191354,29.68046214,A5                        ,A5,35, ,     ,    , ,0.225,      ,         ,
268.2279326,7.733650714,K2                        ,K2,62, ,     ,    , ,1.074,      ,         ,
268.2293826,38.91576813,F5                        ,F5,45, ,     ,    , ,0.438,2.15,4.16,
268.2294421,-24.21508962,M2/3                      ,M2,72, ,     ,    , ,2.087,      ,         ,
268.2301038,53.41387322,K0                        ,K0,60, ,     ,    , ,1.122,      ,         ,
268.2323763,-35.01889018,B9 III                    ,B9,29,3,     ,    , ,0,-0.67,165.15,HR 6652
268.2334823,66.41907592,K0                        ,K0,60, ,     ,    , ,0.908,-1.07,42.58,
268.2365016,42.21246341,A2                        ,A2,32, ,     ,    , ,0.256,1.5,13.67,
268.2400205,-35.62431345,F2 V                      ,F2,42,5,     ,    , ,0.342,1.18,13.15,HR 6653
268.2443607,-7.919519741,F8/G0 V                   ,F8,48,5,-0.2,8.3, ,0.631,2.28,2.74,
268.2458366,83.90754381,G0V                       ,G0,50,5,     ,    , ,0.726,-0.97,43.87,
268.2468667,-50.94816688,F5/6 V                    ,F5,45,5,     ,    , ,0.525,      ,         ,
268.2474609,-2.257442203,G8                        ,G8,58, ,     ,    , ,0.907,      ,         ,
268.252096,-2.260505504,                          ,  ,, ,     ,    , ,      ,      ,         ,
268.263825,-2.57934656,M6 III                    ,M6,76,3,     ,    , ,1.351,      ,         ,
268.2634565,-75.02028544,G0V                       ,G0,50,5,-0.77,10.8, ,0.6,2.07,3.28,
268.2647489,-10.89956254,K1 V                      ,K1,61,5,     ,    , ,1.11,-1.12,38.96,HR 6666
268.2669795,77.38396442,F2                        ,F2,42, ,     ,    , ,0.294,1.11,12.62,
268.2686737,53.276105,K2                        ,K2,62, ,     ,    , ,1.045,      ,         ,
268.2699169,-43.56708683,F5                        ,F5,45, ,     ,    , ,0.488,      ,         ,
268.2710099,-13.65022825,F5 V                      ,F5,45,5,0.06,2.6, ,0.518,1.86,4.75,
268.2758816,-8.86088046,A0/1 IV                   ,A0,30,4,     ,    , ,0.558,      ,         ,
268.2795167,-21.41244171,F3 V                      ,F3,43,5,     ,    , ,0.705,      ,         ,
268.2832912,-66.74334449,A0V                       ,A0,30,5,     ,    , ,-0.004,      ,         ,
268.2872374,28.60086734,K2                        ,K2,62, ,     ,    , ,1.061,      ,         ,
268.287508,-45.76613096,G8 III                    ,G8,58,3,     ,    , ,1.176,      ,         ,
268.295181,-79.04195785,G6IV                      ,G6,56,4,     ,    , ,0.776,0.59,11.38,
268.296438,-58.86428891,F2III                     ,F2,42,3,-0.18,1.4, ,0.402,0.73,16.94,
268.2981941,-10.37180083,F6 V                      ,F6,46,5,-0.17,4.5, ,0.576,1.63,5.74,
268.301649,29.48671712,G0                        ,G0,50, ,     ,    , ,0.675,      ,         ,
268.3016306,-42.2451711,F0/2 IV                   ,F0,40,4,     ,    , ,0.407,      ,         ,
268.3020198,-32.03235166,G6 IB/II                  ,G6,56,1,     ,    , ,1.395,      ,         ,
268.3030628,43.77310682,F0/2V                     ,F0,40,5,     ,    , ,0.234,      ,         ,
268.3076263,-22.53673712,K0 III  G                ,K0,60,3,     ,    , ,1.393,      ,         ,
268.309106,6.101421299,F5V                       ,F5,45,5,0.03,1.4, ,0.425,2.24,4.02,HR 6670
268.3140797,-5.928895719,K1 III                    ,K1,61,3,     ,    , ,1.266,      ,153.56,
268.3165781,-34.6208485,B8/9 III                  ,B8,28,3,     ,    , ,-0.026,-0.25,125.63,
268.3213433,-17.48364194,G0 IB/II                  ,G0,50,1,     ,    , ,1.32,      ,         ,
268.3241363,-47.21705805,F5                        ,F5,45, ,     ,    , ,0.409,      ,         ,
268.3251099,40.00794795,K1 IIIb CN-1             ,K1,61,3,-0.03,    , ,1.166,-3.15,144.09,90 f Herculis HR 6677
268.3257722,-65.48860204,K0/1III                   ,K0,60,3,     ,    , ,1.086,-1.83,76.11,HR 6634
268.3274842,24.9913785,G8V                       ,G8,58,5,0.04,    , ,0.74,2.75,1.56,
